F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34	F35	F36	F37	F38	F39	F40	F41	F42	F43	F44	F45	F46	F47	F48	F49	F50	Y
2.649573041	-1.392887491	3.576226392	-6.189449856	6.107672775	-8.875222703	10.03623874	-11.03524781	11.76266671	-11.76857756	10.16620832	-10.35764231	10.04582484	-9.50780146	7.754120077	-6.67070281	5.028341861	-4.580862255	5.158999063	-4.864689506	4.780243971	-4.844740706	5.479284112	-4.017607249	3.495703339	-2.817681008	3.43604981	-2.72000517	1.737954323	-1.810273041	1.987821806	-2.829909856	1.862421292	-1.929985384	2.849785851	-3.066552697	1.286675027	-2.761363917	2.623282314	-4.836336458	4.886777648	-5.063355105	2.731040461	-0.981808179	-0.567048289	-1.035932385	0.781016152	-2.038581674	1.823406735	-1.782280482	129.1794771
1.171018273	0.129514385	2.238535997	-3.027179372	4.046437999	-3.593672448	2.059898735	-2.677367859	1.871326716	-1.43976513	3.307942221	-2.354464565	2.683315537	-1.790202525	2.520693595	-3.356958442	4.470141619	-7.418953054	8.772224452	-11.98676428	12.70496919	-12.7971683	13.24721293	-13.31829941	14.97763177	-16.93684465	14.92727669	-18.15948741	16.34951038	-14.86027317	13.49679111	-13.22565822	14.76437789	-15.88131759	13.2507499	-14.35576346	14.23842537	-13.66790532	14.40598324	-12.90612968	10.58639098	-9.508593428	9.517539186	-8.427046196	8.866442422	-8.517144185	6.412378814	-4.965355227	2.421651047	-2.393131218	1697.064504
1.889379176	-3.252433328	2.583923974	-1.435975672	2.070940043	-0.544365298	1.062574642	-0.895438123	0.564724541	-1.395501845	-0.231660934	0.319540346	-0.29699693	-0.599084452	2.001214	-1.467768732	3.199964654	-4.693173334	4.975911049	-4.628493221	2.702566867	-3.78349428	3.992697499	-3.744077298	3.559483587	-3.538191708	2.63035664	-1.713891833	1.372947694	-2.198866823	2.321984498	-1.941387031	1.913713352	-4.18737859	2.028390561	-0.529884924	0.845371752	-0.278753447	0.220208945	-2.150289293	4.592463738	-5.078317678	6.460597001	-2.996526009	2.974527262	-4.624873008	4.735380641	-4.342701614	1.873199685	-0.770182492	1679.064969
-0.26948178	1.459110099	-2.905296584	5.06944854	-5.256125014	3.209862852	-1.136514882	3.438507929	-5.031346047	6.289727798	-7.495976745	7.980555754	-5.35024071	6.563692429	-5.118729079	5.763652855	-5.906590783	5.424895041	-5.127595251	4.728664058	-3.319840022	3.479608342	-3.523476426	1.485493138	0.169030372	-1.797148927	1.101554604	-2.248974995	2.970970019	-3.146162389	5.395818951	-5.439922106	6.216671354	-5.942917348	7.803069363	-7.976460472	9.415240683	-9.967372281	10.13263538	-8.297090517	9.066221653	-7.430159698	8.208998068	-7.201158066	6.213999968	-5.435526904	6.35916056	-5.401123789	4.028675637	-1.415660376	-158.138646
0.270424983	-0.908654429	0.024752951	-0.756004076	-0.167914795	-0.14265637	-1.367273979	0.531624403	-1.606683952	1.588814976	-3.237071316	2.413189436	-2.46426817	-0.626980427	1.293117337	-3.231833476	2.493844329	-2.104412793	4.617933285	-4.332263053	5.178228161	-4.346053806	4.954232512	-4.877738711	5.733994911	-6.029885863	6.093078267	-6.041481928	7.031069552	-4.454124782	3.788676241	-1.116690271	0.403407987	-0.477892849	-0.38840311	2.380838391	-1.576118962	2.451904305	-1.00260032	1.493805634	-0.606389176	1.115266574	-0.601377077	0.238171118	-1.766545077	-0.805566645	-1.857396033	0.69787566	-2.053047008	2.499897672	132.3367445
1.51599238	-2.621938977	1.144764618	-1.379793413	-1.334863932	3.821049094	-7.056903775	4.657167975	-3.824746125	4.970635519	-3.206004443	2.24041135	-2.773213118	4.183251359	-3.96289215	1.169734554	-2.82065337	2.760112736	-3.80144715	2.288935901	-4.238888527	4.187514972	-7.542318168	7.672971785	-7.597812141	6.341848738	-7.775221657	6.714916053	-6.819866644	7.356111952	-5.848875253	7.174006493	-7.335067591	5.808548928	-4.869010497	4.628163652	-6.639953109	8.748101916	-9.823026077	7.949802818	-7.276171542	5.849053512	-3.851345238	2.962814188	-5.119512448	4.163924963	-4.382306971	3.323292452	-4.093258118	1.018685481	832.4458241
-1.634898966	1.045976219	-2.537203122	3.426780969	-5.150783753	4.796213218	-5.734959917	4.077197064	-7.469718406	8.616884238	-7.179962751	7.802139137	-8.462530153	9.574308523	-8.883995825	6.995922212	-5.867057938	6.271605626	-4.809410756	5.030557772	-4.981551928	4.148170684	-2.786364904	1.892808043	-3.922050157	2.077396758	-0.85544934	0.462750778	1.321559649	1.022951603	-0.363342687	0.487554795	0.970708094	-0.567572419	1.971499817	-1.659305866	3.793765926	-1.494058939	2.882724028	-4.471329287	4.854102533	-1.702565628	2.39946041	-1.903160537	0.660609724	-1.728264003	2.330037629	-4.933774326	0.644740244	0.773550817	-121.6626537
0.267302656	0.220594165	-0.541553551	0.232441354	0.887823584	2.750274187	-3.393543686	3.083061342	-1.635644364	1.951468323	-2.245100048	1.127669746	-0.554957193	-1.141993706	0.621194391	-0.05930686	-0.132133486	-0.409218455	0.991940975	-4.096429239	5.087176286	-6.761880073	6.2925463	-2.932547488	3.057616605	-1.955984904	3.620255969	-4.908210489	2.100708411	-1.283796058	0.456064496	1.053998421	-2.01327771	-1.503444338	2.454461649	-3.43022994	3.40585619	-4.333175236	2.861452033	-2.694812009	0.81816378	-0.342538304	1.750907734	-1.955580781	1.511132503	-2.612093267	4.676394536	-4.158156395	2.10731562	-0.289107884	0.822567194
-1.635271945	0.412045851	0.643469846	-0.153279848	2.664537092	-2.744363531	1.382475152	-0.226749628	-0.084998051	0.087370015	1.460374051	-2.510346037	3.655643448	-3.353349779	2.1571114	-4.434475515	3.167491647	-4.329050759	4.173123411	-2.345688819	1.266481983	1.238932003	-2.947650645	4.53683544	-4.612526463	5.187714062	-3.122821073	-0.385109933	2.182496087	-0.696537025	0.226511606	-0.583547267	-1.082354699	1.204823985	-0.828765904	2.291761667	-4.241148516	3.146091859	-4.097536942	5.234058918	-4.745287675	6.085055691	-5.991161161	5.539458001	-3.583109917	3.737240919	-2.910615047	0.741680817	-1.008643304	-0.076695393	278.5309697
-0.289182014	-1.2290704	1.481859172	-1.343923223	2.732669528	-6.117998185	5.200875936	-3.010341567	1.806985122	-3.006673049	1.154628445	-1.032531624	-0.212567257	1.219135938	-1.239594002	-0.256823463	-0.618503256	0.789955942	-1.823345815	3.354193744	-2.663746048	-0.0372112	0.533407029	0.981342632	-1.309736171	0.456982831	1.440623109	-1.067933578	2.884163983	-2.798917208	2.81972297	-4.011628105	3.205811162	-0.869888081	1.446386895	-3.562870395	3.147369155	-4.602884393	4.605307707	-6.302831377	6.538874562	-5.260004325	5.084145988	-2.49737395	3.041532881	-2.432762957	2.055477671	-2.206060527	0.385088126	-0.344249656	1683.87197
0.637148022	-1.830795861	2.025234792	-2.017611502	0.550015809	-0.763881556	-1.846737549	2.233521528	-0.291305098	-1.810611906	0.876901752	-1.135569176	-1.33037222	2.540030141	-0.834412596	-0.435671363	0.90573938	2.022021279	-2.028565402	1.912921021	-3.893695099	2.994215516	-4.084679747	6.114846936	-8.281545655	10.14914034	-5.706374689	5.38101796	-5.702639728	6.91735456	-5.639219781	2.954307529	-2.175569719	1.146256066	-0.221467525	0.555936559	-3.433688741	3.317663339	-1.860036936	1.613963454	-1.688063556	0.944220202	-1.172881394	2.811114995	-0.051708571	1.641915874	-3.685201805	1.382948496	-0.168128705	-0.485476875	505.7779033
-2.470639888	3.665891391	-5.154434496	2.552301825	-1.557369926	-0.741601324	0.88524428	-2.676029771	0.913436087	-1.339262702	3.929643178	-5.042692856	4.786642362	-4.545588839	3.512874736	-1.57657616	1.824200831	-3.186885609	3.296263674	-4.478754557	4.50675405	-3.483016415	3.378801945	-1.99024231	5.107661163	-4.288629197	4.735290466	-3.357076252	1.890247902	-2.038640723	2.18256371	-3.426850346	5.489976253	-1.770444629	3.076403633	-1.136677635	0.799232679	0.20676853	2.310135413	-4.640219575	3.057709646	-3.373692659	6.657258429	-3.986737187	4.861006838	-3.144210602	5.128008427	-4.080861806	3.449993566	-2.140822738	-11039.09249
0.625997523	-2.487575014	0.289446607	0.585557058	-2.11200905	0.027551188	1.046874035	1.516447892	-0.92424475	1.06127949	1.505139202	-2.554173232	3.097049744	-1.02966543	1.764933751	-1.287324015	0.127017613	-2.842281969	1.652990345	-1.723900163	-0.363392702	1.536483506	-2.27500838	2.497230802	-2.521155441	2.627379255	-5.892634226	8.59097138	-8.187763913	10.09968579	-9.804683075	8.909842461	-8.83036494	9.34727234	-8.572747193	10.33183863	-8.13309115	7.707054117	-6.383960088	6.854321679	-9.70230987	9.806966444	-7.45094832	7.577800147	-7.348958229	5.435683551	-4.926002421	5.3785088	-1.35746043	1.648571952	240.1989742
1.027566629	-1.343066045	-0.486831097	1.582371913	-1.44039846	-0.506646009	0.565815913	1.563097195	-5.103598556	4.931050201	-6.011145591	3.397565652	-4.16972913	5.071846406	-5.898037694	6.562602395	-7.410134794	7.917587623	-9.442748471	8.22652832	-7.585196608	7.818176316	-6.440416474	3.745484694	-4.967127331	6.176612462	-5.98966287	5.193649084	-5.686607327	6.820415814	-6.256020804	8.447551103	-7.030513484	7.18550261	-8.275369622	6.291158559	-6.930528186	6.421467923	-7.903726136	6.346575766	-6.497990323	7.554911148	-5.884702914	6.306053567	-5.326899999	4.672484041	-4.807856582	5.634321664	-5.33306282	2.357391095	2588.050421
0.523573973	0.844608915	0.826279017	-1.502523352	4.551580714	-3.574838548	3.209979981	-0.636066454	0.188727921	0.498932052	0.59846374	0.425291264	-0.096762927	0.861021622	1.755916351	0.915713049	-1.658698113	1.024097002	-0.160531892	-1.502525614	1.415848582	0.611677723	-2.544758136	0.057830763	-1.406864387	1.333407283	-1.906119857	0.789973594	-0.776041732	0.031692603	0.046793023	-2.473248821	2.079997895	-2.596774061	1.635909322	-2.532993347	-1.136110678	1.263280846	-4.618651312	4.474125703	-4.068660898	4.409884964	-5.193779096	3.712192307	-4.641703119	5.257101755	-5.497333055	2.605516929	-1.016441941	0.290486983	3722.48485
-0.084348046	-0.897681622	-0.294948058	1.194011925	-2.035404417	2.507850713	-2.573005746	1.791851866	-1.256009849	0.425029672	-0.749187863	-0.384459191	-0.725823695	0.74790493	-0.830851866	0.33867804	-1.695999926	-1.12531919	0.793237139	-1.538210795	0.13980431	1.653325369	-1.824739936	0.75422398	-1.95171055	1.348116623	-1.694474176	1.2034561	-3.80407049	4.677246908	-2.388771274	3.401002241	-3.106203187	3.010879555	-1.256028616	0.877203252	-1.343682226	0.564669395	-1.595505018	1.227251415	0.012637222	-0.671756389	1.778220667	0.071017259	-0.838605288	-0.930811289	0.894792641	-1.762526122	0.794401742	-0.988908417	-135.6564171
-2.055207764	0.809605142	0.979258816	-1.148937575	2.160124258	-4.2532352	1.219836556	-1.837461122	0.244955232	0.682582976	-0.729515557	0.590727921	0.209795336	1.716768529	-3.875476913	2.968771622	-4.748380555	4.706765018	-4.352406155	5.472951957	-3.939249374	2.891217668	-4.121692416	3.045867924	-4.479713862	3.796403667	-2.108837179	-1.326615615	0.215208474	1.060872296	-0.263568188	0.028243315	-0.100929511	-2.03396345	2.758069432	-4.291224361	6.946323778	-8.224122646	6.777649287	-5.5692719	6.438400584	-5.870821314	5.869464152	-5.284904788	7.152037297	-2.798961128	2.796827815	-3.037158256	3.729360645	-1.10386408	279.8111555
-2.381499857	3.204742218	-4.258385834	5.769214894	-6.053047039	6.448902987	-6.225075686	7.18610254	-5.919950108	5.152316372	-6.074172848	5.782798037	-5.284433873	4.073717227	-4.870188159	5.930367205	-5.337779093	4.657681515	-6.346445324	7.691486474	-6.761811522	5.211357976	-7.647508017	7.02589995	-7.674695754	6.394083285	-6.806482777	6.07624676	-6.32621366	4.9788789	-3.116449968	2.029166437	-1.960387559	2.126713762	-2.162037265	4.787527657	-3.448239221	3.355159914	-2.849567174	0.175671837	-1.942836701	1.826298038	-1.984917626	2.554881029	-2.338242978	1.897014436	-1.639056821	-0.019571245	0.913697393	-0.620917605	-7019.687873
0.056435056	1.637517126	-5.212611149	5.597833534	-6.323099895	7.530910522	-5.071199481	6.790619464	-6.536675445	1.811601448	0.274020199	-0.754969737	2.789875558	-2.327145747	0.444145551	1.76636634	-2.151006803	2.493768711	-1.535849177	1.173791714	-4.248105665	5.158555216	-6.380707711	6.721173122	-5.411703696	3.526415094	-3.851471885	4.722546416	-2.543898097	1.741700685	0.452950838	2.009713778	-1.262083731	1.346460093	-2.241241895	3.42200682	-4.493354041	5.978479597	-6.973459458	7.555731465	-6.812837291	6.885846785	-6.091541794	5.307446961	-4.251036565	2.340897289	-3.108660073	1.138219435	1.146426453	-0.150072366	-7145.574573
1.631188349	-2.16069862	3.445678069	-3.289764863	4.105515065	-0.361078009	0.501616333	-2.234710798	3.71853005	-5.6877411	6.168649198	-4.612792721	4.088570781	-5.410071012	7.910330401	-4.942639079	4.594084623	-4.072755029	2.851555572	-3.53100188	3.266239549	-2.792390002	3.065301257	-3.667977427	3.940835845	-6.370855069	5.108441817	-3.995778096	3.115264825	-0.931787536	2.107905746	-1.309098147	1.16803382	-3.729520403	2.336904191	-3.420772801	3.338660469	-1.817334519	0.748485819	2.043030794	-4.403929183	6.470576151	-5.768859999	4.775198026	-4.630339708	3.916512578	-2.214532051	1.56713024	0.558840248	-1.120565688	95.69101152
-1.466585506	1.621993946	-1.508643624	1.226503554	1.921542586	-1.917538879	4.121635826	-6.111251613	5.556351125	-7.912231243	8.216140047	-7.722027048	5.972563996	-2.879828787	1.323042781	-1.792996679	-1.150534048	1.430044141	-2.963461022	1.317981444	-1.083510024	2.913872201	-1.606616578	2.103804809	-0.716676895	-1.297259977	-0.421655461	0.230498587	0.474246765	-2.872221906	3.804252096	-3.583038577	2.117169478	-2.405157665	2.361558048	-2.949799964	3.437349076	-6.453281912	6.340365635	-4.268346736	5.347098218	-4.425930563	3.590281841	-4.369419159	4.522120279	-3.029380057	2.687076256	-1.122626609	-0.192935529	0.792549107	-8956.085215
-0.813142214	0.895288843	1.442262296	0.165098623	1.022899926	-1.988932334	0.829914491	-0.540852074	-0.677541361	-0.70519592	-1.200419471	0.159631725	1.578745067	-3.000435925	2.335924634	-1.918463786	1.531626659	-1.244740737	0.29460177	-0.359002929	-1.185988267	2.489700741	-2.051829282	3.041322844	-2.107739959	3.336845137	-4.07369249	2.956756776	-3.149228025	2.080547125	-0.457382798	-0.925788765	-0.261141257	0.991760525	-1.049845881	1.693397747	1.366785192	-2.492083067	0.975709478	-1.298177093	2.22797377	-1.575844192	1.413336824	-1.152186539	1.303312865	-1.064229008	0.582131941	-0.574861449	2.121294741	-3.1860399	38.33785175
-1.141202153	0.552814079	-2.207698659	2.687322874	-3.003935082	1.021892884	-1.86370559	-0.332627557	0.805024778	-0.639844615	-0.632421642	0.241579602	-2.124006995	3.096418541	-3.110621707	2.974856616	-1.77284383	0.475942949	0.464699542	-0.036560143	-0.640393875	1.783968709	0.515879677	-2.376735188	0.533696754	0.948469589	-2.264620584	2.702934364	-5.961770797	7.258893711	-8.935973441	7.488136293	-8.05870136	3.404463083	-2.823074376	4.257658469	-4.25367366	4.923553375	-3.949743865	3.392263869	-1.619808201	1.95619111	-1.003617162	0.621423432	-1.059240512	0.648254484	-0.327349057	1.027260408	0.354182492	0.168925808	-4889.044318
-1.430217808	1.526914403	-2.767487674	3.167485354	-3.149371301	2.548776969	-2.865450774	3.593577001	-1.579121914	0.806164674	0.757766927	-0.068441876	-0.581271107	1.14614206	-2.996700053	2.58707225	-0.525720107	1.233028578	-2.136981758	6.11424969	-8.50023094	10.13463221	-10.19044593	8.501187298	-8.705034345	11.02119877	-10.75079143	9.507916123	-9.783223795	10.46968632	-10.17337084	7.862206658	-8.510277115	8.728758311	-7.662405357	8.537811362	-8.337730293	6.958628131	-7.559309451	5.562724647	-4.101401814	2.974670321	0.092475506	-0.496269155	0.303208264	0.898488396	2.613131496	-2.788164234	3.706248321	-1.500439623	-2551.378889
-1.401800774	3.001295105	-3.602380493	3.60668236	-4.114501058	4.476628023	-3.292783979	5.175690627	0.031124689	-2.132980285	1.684829401	-2.657393385	3.478335745	-3.365618143	2.493036372	-0.190931518	1.660627126	-4.926641358	1.328056703	0.133593574	0.535792441	-0.158600598	1.23185795	-2.68912456	5.691521212	-5.735197871	5.070897167	-3.422932685	3.48250729	-2.419393548	2.456777712	-2.94791849	4.332116501	-4.141386757	3.782875394	-4.45452154	3.661146762	-2.917175184	4.117714691	-6.735255903	7.120831351	-7.218504466	4.012130218	-5.633798622	3.772928832	-4.012655786	3.597262922	-0.837094844	-0.640074892	1.829674572	-14504.9126
-0.556504646	-0.465812215	-1.307865039	2.983702081	-1.369523047	-1.061393942	1.20206849	-4.689846435	4.4477829	-5.252652369	4.936281175	-5.957328138	6.952026269	-8.809943007	9.811101109	-9.730660406	9.864905914	-8.188686188	7.013879406	-6.469580152	9.0886506	-4.75287399	6.20746272	-6.556887987	5.253967739	-5.609853983	5.34597038	-6.06159477	5.435831213	-5.424384649	7.405782344	-7.374429582	6.879490791	-7.357530525	8.73894501	-6.00499965	5.13654547	-4.321646167	3.046034905	-2.566451978	1.956766495	-1.253888222	1.870180411	-1.194961339	-0.776877794	-0.552225518	1.907537111	-1.438782835	-0.593292871	-0.209124126	-9643.034249
0.971900711	0.430367614	-0.475301469	0.717831581	-1.723338113	4.117016272	-3.50393715	2.313062719	-1.379207559	1.95314737	-0.319211564	1.562741412	0.882019124	-1.522986326	3.217029364	-5.989916136	4.911959791	-3.137933965	2.637430566	-1.814382649	0.728264715	0.580119486	0.439578747	-1.627447736	1.344017126	-0.588671287	-1.36803573	1.178246945	-2.129773721	1.11396894	-0.545243258	-1.531927462	0.086945707	0.264390782	0.226386524	-1.027885523	-0.104095077	1.921548374	-1.483150614	0.107926522	-0.052945251	0.868053978	-0.418019573	0.015637662	-0.616052557	1.621153182	1.604069986	0.645497397	0.413886278	-1.149161571	-138.5301349
0.754415442	-3.390624271	2.949804844	-1.871055586	2.389180553	-1.251679225	1.600487973	-1.09233371	0.786479687	-2.498081229	4.801781358	-5.461979655	3.073558396	-3.965299909	4.416399912	-3.454702529	4.570665751	-2.849630743	6.335348528	-4.908774606	4.742256203	-4.507697004	4.66212361	-5.190415822	5.261525251	-6.755146248	4.968499947	-3.107543438	2.310772663	-2.206705259	0.662417434	-0.978334299	2.050997552	-2.901149418	2.342254645	-4.751200057	5.282868625	-2.881791056	1.374491018	-0.517610425	0.90587896	-2.972355605	3.997361596	-3.841728201	3.339047461	-1.449165228	1.959336952	-2.221699639	-0.083113171	-1.882918967	1603.075306
-0.140682826	-1.103434729	1.753531782	0.336946181	-1.927351413	-0.388398336	1.248379616	-0.146399629	-0.037158493	0.77611553	0.809891656	-0.52611226	-1.568869812	-1.658666084	2.471300208	-2.378839448	1.135894594	-0.202335917	-0.012613132	-0.180394076	2.508286745	0.437685781	-0.916404735	1.418197389	-1.488330519	1.274097981	-1.424753681	2.058571558	-1.649526571	1.877858253	-0.423360103	0.031502872	1.137219594	-4.277207163	3.234667263	-3.611889549	3.73599912	-2.798556165	2.075352807	-2.717870663	0.122568059	-1.178367786	1.707615592	-3.208002714	3.518866069	-3.602722867	1.851068716	-1.189620587	1.349484648	-2.07607619	35.50664468
-0.565924652	1.167973804	-1.336491948	1.156450373	-1.811654898	0.168977038	0.448180262	-2.011873085	2.041968473	-2.196468714	1.710275265	-1.198666043	1.109413348	-1.323655972	3.752844789	-2.869811109	2.951600741	-2.573964055	3.14369772	-3.489750742	1.049406981	0.555041569	-0.88979945	-2.416297464	2.320176596	-3.445476532	2.817275735	0.475815175	-0.916510101	0.307587828	0.989839307	-2.536929933	1.25144484	0.642666321	-0.612524311	-0.210721004	-1.642866348	2.165945523	-1.27538767	-2.090499348	4.1584436	-2.108993712	2.655353469	-1.77241745	2.55948906	-3.399677153	1.55607191	-0.466415221	-0.308534285	1.307133507	-2922.83046
-0.006082867	-1.889784869	-0.021151538	-0.785551082	1.794389262	-2.34817266	5.070059804	-5.319852043	3.155661525	-1.570347745	2.472663421	-2.956890597	3.509574106	-3.277142613	3.693652737	-2.895465855	1.921587154	-0.232370259	1.512501309	-2.136267311	1.637384393	-1.867850519	3.421551274	-0.258263796	0.250652678	-1.881765547	2.725693474	0.646320074	-0.470601278	0.62549155	0.372002316	-0.048430136	-0.415840886	0.895189707	-2.068885006	2.353536952	-0.67934353	-1.548918375	1.34684241	-2.580698027	3.358317029	-2.115972252	0.126513563	0.238610754	0.226631971	-0.779877725	0.578191213	-0.790053977	0.884224617	-0.725873522	10.45804499
